Date (MM/DD/YYYY),Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),Date
12/09/2017,9202.0,7973.0,1054.0,47.0,857.0,647.0,0.0,113.0,2017-12-09
12/09/2018,13550.0,12368.0,309.0,119.0,0.0,82.0,0.0,159.0,2018-12-09
12/10/2017,13422.0,12652.0,238.0,212.0,0.0,175.0,0.0,15.0,2017-12-10
12/10/2018,14338.0,13261.0,-63.0,43.0,0.0,70.0,0.0,0.0,2018-12-10
12/11/2017,13422.0,12282.0,388.0,231.0,0.0,13.0,0.0,53.0,2017-12-11
12/11/2018,12860.0,12235.0,21.0,26.0,0.0,18.0,0.0,94.0,2018-12-11
12/12/2017,12247.0,11065.0,-58.0,0.0,0.0,11.0,0.0,9.0,2017-12-12
12/12/2018,12991.0,12224.0,104.0,86.0,0.0,0.0,0.0,10.0,2018-12-12
12/13/2017,13009.0,12501.0,94.0,186.0,0.0,20.0,0.0,0.0,2017-12-13
12/13/2018,14441.0,13459.0,290.0,266.0,0.0,52.0,0.0,0.0,2018-12-13
12/14/2017,13009.0,12606.0,595.0,108.0,14.0,123.0,17.0,477.0,2017-12-14
12/14/2018,14441.0,13755.0,162.0,73.0,0.0,94.0,0.0,0.0,2018-12-14
12/15/2017,13395.0,12117.0,3910.0,45.0,3057.0,334.0,0.0,411.0,2017-12-15
12/15/2018,10144.0,9464.0,-10.0,4.0,0.0,54.0,0.0,34.0,2018-12-15
12/16/2017,10439.0,10160.0,299.0,82.0,0.0,53.0,0.0,184.0,2017-12-16
12/16/2018,13550.0,12703.0,705.0,104.0,0.0,341.0,0.0,115.0,2018-12-16
12/17/2017,13342.0,12852.0,372.0,76.0,0.0,73.0,34.0,176.0,2017-12-17
12/17/2018,14338.0,13341.0,-78.0,40.0,0.0,9.0,0.0,0.0,2018-12-17
12/18/2017,13324.0,12634.0,255.0,54.0,0.0,65.0,0.0,185.0,2017-12-18
12/18/2018,13210.0,12111.0,-65.0,0.0,0.0,0.0,0.0,0.0,2018-12-18
12/19/2017,13324.0,12395.0,366.0,169.0,0.0,64.0,0.0,0.0,2017-12-19
12/19/2018,15758.0,14700.0,227.0,137.0,0.0,38.0,0.0,3.0,2018-12-19
12/20/2017,13324.0,12912.0,177.0,119.0,0.0,89.0,0.0,0.0,2017-12-20
12/20/2018,15763.0,14744.0,792.0,101.0,0.0,316.0,0.0,407.0,2018-12-20
12/21/2017,13324.0,13011.0,234.0,95.0,0.0,55.0,0.0,0.0,2017-12-21
12/21/2018,15763.0,15798.0,1336.0,363.0,0.0,416.0,0.0,820.0,2018-12-21
12/22/2017,13324.0,12973.0,411.0,253.0,0.0,119.0,0.0,32.0,2017-12-22
12/22/2018,11877.0,11288.0,70.0,28.0,0.0,51.0,0.0,20.0,2018-12-22
12/23/2017,10707.0,10956.0,-18.0,26.0,0.0,236.0,0.0,14.0,2017-12-23
12/23/2018,14845.0,13908.0,42.0,15.0,0.0,4.0,0.0,0.0,2018-12-23
12/24/2017,11336.0,11074.0,247.0,83.0,41.0,56.0,0.0,76.0,2017-12-24
12/24/2018,10584.0,10098.0,-19.0,17.0,0.0,16.0,0.0,0.0,2018-12-24
12/25/2017,9721.0,9909.0,167.0,226.0,0.0,218.0,0.0,0.0,2017-12-25
12/25/2018,9018.0,8684.0,-49.0,1.0,0.0,18.0,0.0,0.0,2018-12-25
12/26/2017,13592.0,13597.0,376.0,278.0,0.0,394.0,0.0,162.0,2017-12-26
12/26/2018,14129.0,13434.0,835.0,299.0,0.0,254.0,0.0,290.0,2018-12-26
12/27/2017,13592.0,13632.0,159.0,73.0,0.0,173.0,0.0,124.0,2017-12-27
12/27/2018,14129.0,12893.0,562.0,125.0,0.0,108.0,0.0,170.0,2018-12-27
12/28/2017,13592.0,13457.0,546.0,374.0,0.0,238.0,0.0,195.0,2017-12-28
12/28/2018,14129.0,13860.0,824.0,177.0,0.0,488.0,0.0,523.0,2018-12-28
12/29/2017,13592.0,13205.0,415.0,211.0,0.0,95.0,26.0,119.0,2017-12-29
12/29/2018,11877.0,11882.0,-15.0,10.0,0.0,198.0,0.0,54.0,2018-12-29
12/30/2017,10707.0,11117.0,1036.0,512.0,242.0,559.0,0.0,218.0,2017-12-30
12/30/2018,15356.0,14878.0,447.0,225.0,0.0,111.0,0.0,231.0,2018-12-30
12/31/2017,10221.0,10023.0,249.0,107.0,0.0,50.0,0.0,173.0,2017-12-31
12/31/2018,10463.0,10011.0,180.0,207.0,0.0,68.0,0.0,8.0,2018-12-31
